rownumber,자치단체코드(신고지역),인허가번호,서비스id,데이터갱신구분,데이터갱신일자,서비스id명,사업장명,지번우편번호,지번주소,도로명우편번호,도로명주소,인허가일자,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업상태,상세영업상태,좌표정보(x),좌표정보(y),최종수정일자,업태구분명,전화번호,개관일자,객실수,건물용도명,건축연면적,기념품종류,기획여행보험시작일자,기획여행보험종료일자,놀이기구수내역,놀이시설수,무대면적,문화사업자구분명,문화체육업종명,박물관미술관유형명,박물관미술관종류명,발전시설유무,방송시설유무,법인명,법인설립목적,법인해산일자,보험기관명,보험시작일자,보험종료일자,부대시설내역,선박제원,선박척수,선박총톤수,설립_운영주체구분명,소요자금,승려수,시설규모,시설면적,신도수,안내소유무,영문상호명,영문상호주소,유래연혁,의무실유무,자본금,전통사찰명,제작취급품목내용,좌석수,주변환경명,준공일자,지상층수,지역구분명,지정취소,지정취소사유,지정취소일자,지하층수,창립연대,총층수,폐관사유,폐관일자,허가조건,회의실별동시수용인원
4,3250000,CDFI5272002016000006,03_07_08_P,U,2018-12-22 02:40:00,유원시설업(기타),와라 뽑기방,,부산광역시 중구 부평동2가 48-1번지,48980,부산광역시 중구 광복로6번길 8 (부평동2가),2016-11-22,2018-12-20,,,,폐업,폐업,384629.088740174,179632.165468065,2018-12-20 14:26:12,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,56,55.94,,,,,,,,,,,,,,,,,,,,,,,,
5,3250000,CDFI5272002016000007,03_07_08_P,U,2019-08-21 02:40:00,유원시설업(기타),뽑기도키3,,부산광역시 중구 부평동1가 48-2번지,48980,부산광역시 중구 비프광장로 13-1 (부평동1가),2016-11-25,2019-08-19,,,,폐업,폐업,384738.705386138,179608.821925085,2019-08-19 14:34:34,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,92,92.4,,,,,,,,,,,,,,,,,,,,,,,,
6,3250000,CDFI5272002016000008,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),사격의 명수,,부산광역시 중구 남포동6가 98-8번지,48981,부산광역시 중구 비프광장로 12-1 (남포동6가),2016-12-08,2018-08-01,,,,폐업,폐업,384728.129972313,179576.657457487,2018-08-01 14:06:57,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,73,72.55,,,,,,,,,,,,,,,,,,,,,,,,
7,3250000,CDFI5272002016000009,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),알크래프트 레이싱파크 롯데광복점,,부산광역시 중구 중앙동7가 20-1번지,48944,"부산광역시 중구 중앙대로 2, 8층 (중앙동7가, 롯데백화점광복점)",2016-12-29,2018-05-13,,,,폐업,폐업,385590.814676765,179553.867031936,2018-05-14 17:24:18,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,74,73.7,,,,,,,,,,,,,,,,,,,,,,,,
8,3250000,CDFI5272002016000010,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),펀앤조이 플레이파크(퍼니박스),,부산광역시 중구 부평동2가 26-7번지,48979,부산광역시 중구 부평2길 5 (부평동2가),2016-12-29,2018-08-10,,,,폐업,폐업,384685.47463454,179722.378312909,2018-08-10 17:40:05,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,158,158.25,,,,,,,,,,,,,,,,,,,,,,,,
9,3250000,CDFI5272002018000001,03_07_08_P,U,2018-12-29 02:40:00,유원시설업(기타),브이알존 엘큐브광복점,,부산광역시 중구 광복동1가 12번지,48952,"부산광역시 중구 광복로 79-1, 3층 (광복동1가)",2018-04-24,2018-11-28,,,,폐업,폐업,385372.929760514,179626.198522023,2018-12-27 17:17:12,,070-4106-3348,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3250000,CDFI5272002011000003,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),용놀이랜드,600-046,부산광역시 중구 남포동6가 74-1번지 1층,,"부산광역시 중구 구덕로 80  (남포동6가,1층)",2011-10-11,2012-08-08,,,,폐업,폐업,384771.402142749,179510.642128481,2012-08-08 15:58:53,,,,,,,,,,인형뽑기2대,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3250000,CDFI5272002011000004,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),에베레스트 놀이랜드,600-046,부산광역시 중구 남포동6가 93-1번지 3층,,"부산광역시 중구 비프광장로 16  (남포동6가,3층)",2011-10-28,2012-01-25,,,,폐업,폐업,384768.319655951,179566.176779483,2012-01-25 10:18:40,,,,,,,,,,"다람쥐1대,자동차1대",,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3250000,CDFI5272002011000005,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),부평놀이랜드,600-071,부산광역시 중구 부평동1가 41-2번지 2층,600-805,부산광역시 중구 광복로12번길 9 (부평동1가),2011-11-07,2012-02-29,,,,폐업,폐업,384709.387003462,179612.05593001,2012-02-29 11:31:57,,,,,,,,,,인형뽑기2대,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,3250000,CDFI5272002011000006,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),백경놀이랜드,600-042,부산광역시 중구 남포동2가 21-4번지 지하1층,600-042,부산광역시 중구 남포길 22-1 (남포동2가),2011-11-30,2012-04-19,,,,폐업,폐업,385140.241107882,179611.544304374,2012-04-19 14:26:38,,,,,,,,,,인형뽑기2,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3250000,CDFI5272002012000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),올림푸스놀이랜드,600-046,부산광역시 중구 남포동6가 91번지 3층,,"부산광역시 중구 비프광장로 18  (남포동6가,3층)",2012-01-04,2012-03-16,,,,폐업,폐업,384786.897439657,179575.94945685,2012-03-16 16:10:07,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,3250000,CDFI5272002015000001,03_07_08_P,U,2019-04-13 02:40:00,유원시설업(기타),야사노,600-805,부산광역시 중구 부평동1가 48-1번지 5층,48980,"부산광역시 중구 비프광장로 17, 5층 (부평동1가)",2015-06-24,2019-04-11,,,,폐업,폐업,384771.724963548,179616.989007129,2019-04-11 13:51:01,,070-7370-7711,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,402,402.2,,,,,,,,,,,,,,,,,,,,,,,,
17,3250000,CDFI5272002016000002,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),토이뽑기랜드,,부산광역시 중구 창선동2가 46-3번지,48953,"부산광역시 중구 광복로 34-1, 1층 (창선동2가)",2016-10-14,2017-12-29,,,,폐업,폐업,384917.403182981,179672.740341488,2017-12-29 16:02:35,,,,,,,,,,,2,,,신고유원시설업,,,,,,,,,,,,,,,,,,145,145.22,,,,,,,,,,,,,,,,,,,,,,,,
18,3250000,CDFI5272002016000003,03_07_08_P,U,2019-01-02 02:40:00,유원시설업(기타),아카데미,,부산광역시 중구 남포동6가 97-2번지,48981,"부산광역시 중구 비프광장로 12 (남포동6가, 아카데미빌딩)",2016-10-19,2018-12-28,,,,폐업,폐업,384740.974652998,179548.266774857,2018-12-31 09:04:18,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,387,387.07,,,,,,,,,,,,,,,,,,,,,,,,
19,3250000,CDFI5272002016000004,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),남포 짱,,부산광역시 중구 창선동1가 38-4번지,48953,부산광역시 중구 구덕로48번길 6 (창선동1가),2016-10-24,2017-03-25,,,,폐업,폐업,385099.531527171,179652.839855962,2017-04-24 14:54:03,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3250000,CDFI5272002016000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),스포츠게임카페25,,부산광역시 중구 남포동6가 91번지 3층,48981,"부산광역시 중구 비프광장로 18, 3층 (남포동6가)",2016-02-15,2018-01-29,,,,폐업,폐업,384786.897439657,179575.94945685,2018-01-29 15:15:31,,051-242-0278,,,,,,,,,1,,,신고유원시설업,,,,,,,,,,,,,,,,,,1109,1108.68,,,,,,,,,,,,,,,,,,,,,,,,
21,3250000,CDFI5272001992000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),부산탑어린이관,600-032,부산광역시 중구 광복동2가 1-2번지,,,1992-05-28,2007-08-17,,,,폐업,폐업,385251.442845432,179843.780309917,2007-08-20 09:56:31,,,,,,,,,,,,,유원시설업,신고유원시설업,,,N,N,,,,,,,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,
22,3250000,CDFI5272002007000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),월드카니발 아카데미,600-046,부산광역시 중구 남포동6가 97-2번지,,부산광역시 중구 비프광장로 12  (남포동6가),2007-06-18,2012-03-28,,,,폐업,폐업,384740.974652998,179548.266774857,2012-03-28 15:18:40,,,,,환경위생시설,,,,,,26,,유원시설업,신고유원시설업,,,N,N,,,,,,,,,,,,,,,,,N,,,,N,,,,,기타,,1,상업지역,,,,,,,,,,
23,3250000,CDFI5272002011000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),에이스멀티존,600-807,부산광역시 중구 부평동2가 45-1번지 2층,,"부산광역시 중구 보수대로 16-1  (부평동2가,2층)",2011-01-06,2012-02-07,,,,폐업,폐업,384617.131962048,179590.603167846,2012-02-09 15:44:21,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3250000,CDFI5272002011000002,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),피닉스랜드,600-045,부산광역시 중구 남포동5가 8-1번지 지하1층,,"부산광역시 중구 구덕로 54-1  (남포동5가,지하1층)",2011-09-30,2011-11-14,,,,폐업,폐업,385007.017930066,179584.983850781,2011-11-14 14:08:05,,,,,,,,,,미니사격(인형사격기) 4대,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,3250000,CDFI5272002019000002,03_07_08_P,U,2021-07-09 02:40:00,유원시설업(기타),닥터밸런스,,부산광역시 중구 중앙동7가 20-1 롯데백화점광복점,48944,"부산광역시 중구 중앙대로 2, 롯데백화점광복점 6층 (중앙동7가)",2019-05-02,,,,,영업/정상,영업중,385590.814676765,179553.867031936,2021-07-07 14:03:34,,051-678-4145,,0,,0,,,,,6,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,1772,1772.2,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
26,3250000,CDFI5272002020000001,03_07_08_P,U,2024-05-01 02:40:00,유원시설업(기타),밤스 남포점,,부산광역시 중구 남포동5가 24-1,48953,부산광역시 중구 비프광장로 28 (남포동5가),2020-01-06,,,,,영업/정상,영업중,384871.0192493,179600.395082956,2024-04-29 14:12:20,,,,0,,0,,,,,7,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
27,3250000,CDFI5272002018000002,03_07_08_P,U,2023-08-20 02:40:00,유원시설업(기타),에땅게임랜드,,부산광역시 중구 남포동6가 75-3,48981,부산광역시 중구 구덕로 78-1 (남포동6가),2018-05-17,,,,,영업/정상,영업중,384782.27406814,179515.513752659,2023-08-18 16:43:57,,,,0,,0,,,,,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
28,3250000,CDFI5272002020000002,03_07_08_P,U,2023-01-28 02:40:00,유원시설업(기타),게임센터(케이프로모션),,부산광역시 중구 중앙동7가 20-1 롯데백화점광복점,48944,"부산광역시 중구 중앙대로 2, 롯데백화점광복점 5, 10층 (중앙동7가)",2020-07-01,,,,,영업/정상,영업중,385590.814676765,179553.867031936,2023-01-26 09:12:47,,,,0,,0,,,,,7,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
29,3260000,CDFI5272002007000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),해우개발(주),602-833,부산광역시 서구 암남동 589-4번지 송도해수욕장,,,2007-04-09,2008-09-22,,,,폐업,폐업,383860.993949353,176773.590780943,2008-09-29 11:39:53,,,,,,,,,,,,,유원시설업,신고유원시설업,,,N,N,,,,,,,,,,,,,,,,,N,,,,N,,,,,,,,,,,,,,,,,,
30,3260000,CDFI5272002009000001,03_07_08_P,I,2018-08-31 23:59:59,유원시설업(기타),송도키드랜드,602-833,부산광역시 서구 암남동 541-6번지 지선 백사장,,"부산광역시 서구 암남공원로 9 (암남동,지선 백사장)",2009-04-09,2009-05-14,,,,폐업,폐업,383775.033920954,176944.175666106,2014-01-15 18:00:45,,,,,,,,,,,,,,신고유원시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3280000,CDFI5272002024000001,03_07_08_P,U,2024-09-15 02:40:00,유원시설업(기타),놀라운드,,부산광역시 영도구 동삼동 201-74 아르떼뮤지엄 부산,49013,"부산광역시 영도구 해양로247번길 29, 아르떼뮤지엄 부산 (동삼동)",2024-07-29,,,,,영업/정상,영업중,389288.657130118,178417.215290101,2024-09-13 10:13:27,,,,0,,0,,,,2종 8대,0,0,,신고유원시설업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
34,6260000,C07002006000001,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,골든고속관광(주),,부산광역시 동구 범일동 830 - 187,,부산광역시 동구 조방로 38 (범일동),2000-02-10,,,,,영업/정상,영업,387803.448866113,184265.725826944,2009-09-25 10:06:06,,0516338000,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,,,,,,,,,,,,,,
35,6260000,C07002007000004,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)에스알컴퍼니,,부산광역시 수영구 광안동 193 - 4,,부산광역시 수영구 광안로62번길 39 (광안동),2007-04-10,,,,,영업/정상,영업,392903.676150034,185823.335338642,2009-07-10 15:56:49,,0517554545,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
36,6260000,C07002007000005,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)부산나비,,부산광역시 중구 중앙동2가 49 - 18,,부산광역시 중구 대청로138번길 10 (중앙동2가),2007-06-14,,,,,영업/정상,영업,385478.081935339,179998.180784787,2007-06-14 15:30:10,,0512559705,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
37,6260000,C07002007000007,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,주식회사 케이알,,부산광역시 중구 중앙동4가 85 - 3,,부산광역시 중구 충장대로9번길 22 (중앙동4가),2007-11-23,,,,,영업/정상,영업,385724.319576287,180589.309934345,2008-05-02 09:54:06,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
38,6260000,C07002008000004,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)투어스텝,,부산광역시 동구 초량동 1204 - 7 502호,,"부산광역시 동구 중앙대로196번길 6-7, 502호 (초량동)",2008-04-21,,,,,영업/정상,영업,385906.073130304,181303.884021228,2009-10-09 11:04:17,,0514642030,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
39,6260000,C07002008000006,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,제이비투어(주),,부산광역시 중구 남포동5가 8 - 1,,부산광역시 중구 구덕로 54-1 (남포동5가),2001-05-07,,,,,영업/정상,영업,385007.017930066,179584.983850781,2008-08-11 10:13:51,,0514654354,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
40,6260000,C07002008000007,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)광보여행사,,부산광역시 금정구 장전동 581 105호,,부산광역시 금정구 식물원로75번길 33 (장전동),2008-10-24,,,,,영업/정상,영업,389390.257667273,193750.969225909,2013-12-30 17:50:19,,0515148836,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
41,6260000,C07002009000001,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)영일고속관광,,부산광역시 해운대구 좌동 1321 106동 1201호,,"부산광역시 해운대구 대천로 205, 106동 1201호 (좌동)",2009-02-25,,,,,영업/정상,영업,398538.34378124,187842.077508272,2009-02-27 16:49:44,,0514670101,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,550000000,,,,,,,,,,,,,,,,,
42,6260000,C07002009000002,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)부산골프여행사,,부산광역시 동구 초량동 1147 - 14 1103호,,"부산광역시 동구 중앙대로 263, 1103호 (초량동)",2009-03-25,,,,,영업/정상,영업,386093.674147239,182068.358104572,2009-07-10 15:46:23,,0514623070,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
43,6260000,C07002009000004,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)케이지엔 (KGN),,부산광역시 금정구 남산동 132 - 8,,부산광역시 금정구 두실로 30 (남산동),2009-04-07,,,,,영업/정상,영업,389965.481156377,197737.979994619,2009-04-07 15:16:30,,0515827578,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,500000000,,,,,,,,,,,,,,,,,
44,6260000,C07002009000005,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(유) 스카이 리더스 투어,,부산광역시 동구 범일동 834 - 13,,부산광역시 동구 조방로49번길 2-1 (범일동),2009-04-30,,,,,영업/정상,영업,387664.088408467,184334.677345819,2009-04-30 10:18:21,,0516377890,,,,,,,,,,,,여행업,,,,,,,,,20080726,20090726,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
45,6260000,C07002009000007,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주) 칸코쿠나비 여행사,,부산광역시 해운대구 우동 594 - 5,,부산광역시 해운대구 해운대로 633 (우동),2009-05-14,,,,,영업/정상,영업,396710.070843294,187160.265711757,2013-12-30 17:33:09,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
46,6260000,C07002009000008,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주) 화승네트웍스,,부산광역시 연제구 연산동 1287 - 21,,부산광역시 연제구 중앙대로 1079 (연산동),2006-07-06,,,,,영업/정상,영업,,,2009-06-03 16:58:30,,0518500100,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,7621000000,,,,,,,,,,,,,,,,,
47,6260000,C07002001000001,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)아이엠에스여행사,,부산광역시 남구 대연동 649 삼성아파트 103동 502호,,,2001-01-18,,2008-03-29,2008-11-13,,휴업,휴업,391689.266160789,183019.494939341,2008-06-02 09:45:41,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
48,6260000,C07002000000001,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)뉴월드여행사,,부산광역시 동구 초량동 1210 - 6 123호,,,2000-11-30,2008-05-09,,,,폐업,폐업,385747.06854269,181215.206591337,2008-09-26 18:12:47,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
49,6260000,C07002005000001,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)한투어,,부산광역시 부산진구 부전동 525 - 3,,"부산광역시 부산진구 부전로 43, 2005호 (부전동,베르빌오피스텔)",2005-10-14,2008-03-31,,,,폐업,폐업,387219.144332946,185793.454774431,2013-12-20 18:10:10,,0518511976,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
50,6260000,C07002006000002,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)베스트관광여행사,,부산광역시 부산진구 부전동 128 - 3,,,2006-03-22,2009-05-18,,,,폐업,폐업,387708.748334555,186429.230925284,2009-05-18 09:57:48,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,,,,,,,,,,,,,,,,,
51,6260000,C07002005000003,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)한마음항공여행사,,부산광역시 해운대구 우동 838 - 1,,부산광역시 해운대구 해운대로 559 (우동),2005-07-01,2005-11-10,,,,폐업,폐업,396091.944143852,186753.669290014,2013-12-30 17:33:49,,,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,350000000,,,,,,,,,,,,,,,,,
52,6260000,C07002009000003,03_07_02_P,I,2018-08-31 23:59:59,관광사업자,(주)아름트레블앤커뮤니케이션,,부산광역시 중구 중앙동4가 28 - 11,,,2009-03-25,2009-06-02,,,,폐업,폐업,385559.054254242,180316.936351142,2009-06-02 20:27:26,,0514630084,,,,,,,,,,,,여행업,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
1,3250000,CDFI2262162021000001,03_07_03_P,U,2022-10-02 02:40:00,관광유람선업,부산드림하버(주),,부산광역시 중구 중앙동6가 8,48943,부산광역시 중구 대교로 116 (중앙동6가),2021-03-10,,2022-03-30,2023-03-30,,휴업,휴업,385774.109341798,179843.760582623,2022-09-30 13:16:26,,051-465-9190,,0,,0,,,,,0,0,,일반관광유람선업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,1000000000,,,0,,,0,,,,,0,,0,,,,0
2,3250000,CDFI2262162008000001,03_07_03_P,I,2018-08-31 23:59:59,관광유람선업,주)테즈락크루즈,600-015,부산광역시 중구 중앙동5가 16번지,,,2008-06-17,2010-02-19,,,,폐업,폐업,,,2010-02-24 16:45:50,,,,,,,,,,,,,관광사업,일반관광유람선업,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,,,,,,,,,,,,,,
3,3250000,CDFI2262162010000001,03_07_03_P,I,2018-08-31 23:59:59,관광유람선업,주식회사 테즈락센트럴베이크루즈,600-015,부산광역시 중구 중앙동5가 16번지,,,2010-03-05,2013-04-15,,,,폐업,폐업,,,2013-04-22 13:42:01,,051-463-7680,,,,,,,,,,,,일반관광유람선업,,,,,,,,,,,,,,,,,,,,,,,,,,300000000,,,,,,,,,,,,,,,,,
4,3250000,CDFI2262162005000001,03_07_03_P,U,2025-01-23 02:40:00,관광유람선업,팬스타라인닷컴,600-012,부산광역시 중구 중앙동2가 3 팬스타크루즈프라자,600-012,"부산광역시 중구 해관로 30 (중앙동2가, 팬스타크루즈프라자)",2005-01-25,,,,,영업/정상,영업중,385565.687930937,179949.49925438,2025-01-21 17:16:16,,051-240-8832,,0,,0,,,,,0,0,관광사업,일반관광유람선업,,,,,,,,,,,,,0,0,,,,0,0,,,PanStarline.com,Tourist Entertainment Facilites,,,0,,,0,,,0,,,,,0,,0,,,,0
5,3250000,CDFI2262162018000001,03_07_03_P,U,2021-03-18 02:40:00,관광유람선업,(주)부산남항유람선 자갈치크루즈,,부산광역시 중구 남포동4가 44-3,48984,부산광역시 중구 자갈치해안로 60 (남포동4가),2018-08-01,,,,,영업/정상,영업중,385191.013392927,179401.283402133,2021-03-16 09:06:58,,051-241-0909,,,,,,,,,,,,일반관광유람선업,,,,,,,,,,,,379t,3,,,,,,,,,,,,,3500000000,,,,,,,,,,,,,3,,,,
6,3280000,CDFI2262162012000001,03_07_03_P,I,2018-08-31 23:59:59,관광유람선업,폴라에너지앤마린 주식회사,606-806,부산광역시 영도구 동삼동 1125번지 국제크루즈터미널,606-806,부산광역시 영도구 해양로301번길 17 (동삼동),2012-01-16,2014-08-29,,,,폐업,폐업,389533.457115207,177690.211534009,2014-09-05 13:02:08,,02-2260-1234,,,,,,,,,,,,일반관광유람선업,,,,,,,,,,,,,,,,,,,,,,"Polar Energy & Marine Co.,Ltd.",Cruise Business,,,,,,,,,,,,,,,,9,,,,
8,3330000,CDFI2262161998000001,03_07_03_P,I,2018-08-31 23:59:59,관광유람선업,부산해상관광개발,612-846,부산광역시 해운대구 중동 957-8번지,612-846,부산광역시 해운대구 달맞이길62번길 33-1 (중동),1998-12-30,2011-12-21,,,,폐업,폐업,397736.786602164,186523.304699533,2011-12-26 15:57:55,,,,,,,,,,,,,관광사업,일반관광유람선업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3330000,CDFI2262162006000001,03_07_03_P,U,2022-07-28 02:40:00,관광유람선업,부산해상관광개발,612-824,부산광역시 해운대구 우동 1439,48092,부산광역시 해운대구 마린시티1로 168 (우동),2006-08-04,2021-10-01,,,,폐업,폐업,395809.41141138,186309.629435159,2022-07-26 10:19:48,,051-743-2500,,0,,0,,,,,0,0,관광사업,일반관광유람선업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,0,,,0,,,0,,,,,0,,0,,,,0
10,3330000,CDFI2262162010000001,03_07_03_P,U,2021-01-20 02:40:00,관광유람선업,부산해상관광개발,612-011,부산광역시 해운대구 중동 957-8,48098,부산광역시 해운대구 달맞이길62번길 33-1 (중동),2010-04-19,,,,,영업/정상,영업중,397736.786602164,186523.304699533,2021-01-18 11:25:53,,441-2525,,,,,,,,,,,,일반관광유람선업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3330000,CDFI2262162020000001,03_07_03_P,U,2023-12-14 02:40:00,관광유람선업,주식회사 요트탈래,,부산광역시 해운대구 우동 1494 리버크루즈 매표시설,48058,"부산광역시 해운대구 수영강변대로 85, 리버크루즈 매표시설 (우동)",2020-10-28,,,,,영업/정상,영업중,393605.745188129,187733.410764901,2023-12-12 13:27:25,,051-711-1789,,0,,0,,,,,0,0,,일반관광유람선업,,,,,,,,,,,,,0,0,,,,0,0,,,,,,,1308847100,,,0,,,0,,,,,0,,0,,,,0
1,3330000,CDFI2263202002000001,03_07_04_P,U,2023-02-15 02:40:00,국제회의시설업,(주)벡스코,612-020,부산광역시 해운대구 우동 1500,48060,부산광역시 해운대구 APEC로 55 (우동),2002-04-26,,,,,영업/정상,영업중,394482.139208377,187606.035424193,2023-02-13 14:51:47,,,,,,,,,,,,,관광사업,국제회의시설업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3290000,CDFE3231002004000001,03_07_05_P,U,2024-10-11 02:40:00,"박물관, 미술관",동의대학교박물관,,부산광역시 부산진구 가야동 467 동의대학교,47340,"부산광역시 부산진구 엄광로 176, 동의대학교 (가야동)",2004-12-09,,,,,영업/정상,영업중,385258.174262897,184377.588859291,2023-10-23 15:12:56,,,19860507,,,,,,,,,,,박물관,전문박물관,1종,,,,,,,,,,,,,대학,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
